nips3-zero.tns,4,1593.3
nips3-zero.tns,4,1585.4
nips3-zero.tns,8,1722.85
nips3-zero.tns,16,2036
nips3-zero.tns,32,2671.05
nips3-zero.tns,64,3579.45
nips3-zero.tns,128,5666
