nips3-zero.tns,4,1619.2
nips3-zero.tns,8,1704.85
nips3-zero.tns,16,1985.05
nips3-zero.tns,32,2661.65
nips3-zero.tns,64,3736.9
nips3-zero.tns,128,5815.3
