facebook-zero.tns,4,3062.5
facebook-zero.tns,8,3206.9
facebook-zero.tns,16,3677.25
facebook-zero.tns,32,4980.6
facebook-zero.tns,64,6726.8
facebook-zero.tns,128,10262
